smiles	cation	anion	name	cas	url
CCCCCC[n+]1ccccc1.F[B-](F)(F)F	CCCCCC[n+]1ccccc1	F[B-](F)(F)F	1-Hexylpyridinium tetrafluoroborate	474368-70-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0108-hp
CCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F	CCCCCC[n+]1ccccc1	O=S(=O)([O-])C(F)(F)F	1-Hexylpyridinium triflate	623167-81-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0181-hp
CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCC[N+]1(C)CCCC1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-1-octylpyrrolidinium   bis(trifluoromethylsulfonyl)imide	927021-43-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0121-hp
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[N+]1(C)CCCCC1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide	608140-12-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0045-hp
CCC[N+]1(C)CCCCC1.[Br-]	CCC[N+]1(C)CCCCC1	[Br-]	1-Methyl-1-propylpiperidinium bromide	88840-42-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0090-hp
CCC[N+]1(C)CCCCC1.[Cl-]	CCC[N+]1(C)CCCCC1	[Cl-]	1-Methyl-1-propylpiperidinium chloride	1383436-85-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0151-hp
CCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F	CCC[N+]1(C)CCCCC1	F[P-](F)(F)(F)(F)F	1-Methyl-1-propylpiperidinium hexafluorophosphate	1426821-81-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0149-hp
CCC[N+]1(C)CCCCC1.[I-]	CCC[N+]1(C)CCCCC1	[I-]	1-Methyl-1-propylpiperidinium iodide	17874-63-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0170-hp
CCC[N+]1(C)CCCCC1.F[B-](F)(F)F	CCC[N+]1(C)CCCCC1	F[B-](F)(F)F	1-Methyl-1-propylpiperidinium tetrafluoroborate	879866-95-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0150-hp
CCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F	CCC[N+]1(C)CCCCC1	O=S(=O)([O-])C(F)(F)F	1-Methyl-1-propylpiperidinium triflate	1221445-34-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/piperidinium-based/il-0175-hp
CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F	CCC[N+]1(C)CCCC1	O=S(=O)(F)[N-]S(=O)(=O)F	1-Methyl-1-propylpyrrolidinium bis(fluorosulfonyl)imide, 99.5%	852620-97-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0344
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[N+]1(C)CCCC1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99.5%	223437-05-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0044
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[N+]1(C)CCCC1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide, 99.5% - OP	223437-05-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0044-op
CCC[N+]1(C)CCCC1.[Br-]	CCC[N+]1(C)CCCC1	[Br-]	1-Methyl-1-propylpyrrolidinium bromide	608140-09-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0145-hp
CCC[N+]1(C)CCCC1.[Cl-]	CCC[N+]1(C)CCCC1	[Cl-]	1-Methyl-1-propylpyrrolidinium chloride	528818-82-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0146-hp
CCC[N+]1(C)CCCC1.N#CN=C=[N-]	CCC[N+]1(C)CCCC1	N#CN=C=[N-]	1-Methyl-1-propylpyrrolidinium dicyanamide	327022-60-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0249-hp
CCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F	CCC[N+]1(C)CCCC1	F[P-](F)(F)(F)(F)F	1-Methyl-1-propylpyrrolidinium hexafluorophosphate	327022-58-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0148-hp
CCC[N+]1(C)CCCC1.[I-]	CCC[N+]1(C)CCCC1	[I-]	1-Methyl-1-propylpyrrolidinium iodide	56511-19-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0161-hp
CCC[N+]1(C)CCCC1.F[B-](F)(F)F	CCC[N+]1(C)CCCC1	F[B-](F)(F)F	1-Methyl-1-propylpyrrolidinium tetrafluoroborate	327022-59-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0147-hp
CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F	CCC[N+]1(C)CCCC1	O=S(=O)([O-])C(F)(F)F	1-Methyl-1-propylpyrrolidinium triflate	1224852-54-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyrrolidinium-based/il-0162-hp
CCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-3-nonylimidazolium bis(trifluoromethylsulfonyl)imide	433337-21-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0302-hp
CCCCCCCCCn1cc[n+](C)c1.[Br-]	CCCCCCCCCn1cc[n+](C)c1	[Br-]	1-Methyl-3-nonylimidazolium bromide	343851-34-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0299-hp
CCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCCCCCCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Methyl-3-nonylimidazolium hexafluorophosphate	343952-29-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0308-hp
CCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Methyl-3-nonylimidazolium tetrafluoroborate	244193-55-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0305-hp
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-3-octadecylimidazolium bis(trifluoromethylsulfonyl)imide	404001-51-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0200-hp
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]	CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1	[Cl-]	1-Methyl-3-octadecylimidazolium chloride	171058-19-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0160-hp
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Methyl-3-octadecylimidazolium hexafluorophosphate	219947-96-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0159-hp
CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Methyl-3-octadecylimidazolium tetrafluoroborate	244193-65-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0210-hp
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide	178631-04-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0099-hp
CCCCCCCCn1cc[n+](C)c1.[Br-]	CCCCCCCCn1cc[n+](C)c1	[Br-]	1-Methyl-3-octylimidazolium bromide	61545-99-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0071-hp
CCCCCCCCn1cc[n+](C)c1.[Cl-]	CCCCCCCCn1cc[n+](C)c1	[Cl-]	1-Methyl-3-octylimidazolium chloride	64697-40-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0072-hp
CCCCCCCCn1cc[n+](C)c1.[Cl-]	CCCCCCCCn1cc[n+](C)c1	[Cl-]	1-Methyl-3-octylimidazolium chloride	64697-40-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0072-sg
CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCCCCCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Methyl-3-octylimidazolium hexafluorophosphate	304680-36-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0020-hp
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	CCCCCCCCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	1-Methyl-3-octylimidazolium perfluorobutanesulfonate	905972-83-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0312-hp
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Methyl-3-octylimidazolium tetrafluoroborate	244193-52-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0021-hp
CCCCCCCCn1cc[n+](C)c1.N#CC(=C=[N-])C#N	CCCCCCCCn1cc[n+](C)c1	N#CC(=C=[N-])C#N	1-Methyl-3-octylimidazolium tricyanomethanide	1203710-60-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0332-hp
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F	CCCCCCCCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)F	1-Methyl-3-octylimidazolium triflate	403842-84-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0073-hp
CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F	CCCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)C(F)F	1-Methyl-3-propylimidazolium 1,1,2,2-tetrafluoroethanesulfonate	1879098-97-1 	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0233-sg
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide	216299-72-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0024-hp
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide, 99.5%	216299-72-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0024
CCCn1cc[n+](C)c1.[Br-]	CCCn1cc[n+](C)c1	[Br-]	1-Methyl-3-propylimidazolium bromide	85100-76-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0096-hp
CCCN1C=C[NH+](C)C1.[Cl-]	CCCN1C=C[NH+](C)C1	[Cl-]	1-Methyl-3-propylimidazolium chloride	79917-89-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0144-hp
CCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Methyl-3-propylimidazolium hexafluorophosphate	216300-12-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0142-hp
CCCn1cc[n+](C)c1.[I-]	CCCn1cc[n+](C)c1	[I-]	1-Methyl-3-propylimidazolium iodide	119171-18-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0025-hp
CCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Methyl-3-propylimidazolium tetrafluoroborate	244193-48-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0143-hp
CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F	CCCn1cc[n+](C)c1	O=S(=O)([O-])C(F)(F)F	1-Methyl-3-propylimidazolium triflate	878550-45-9	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0296-hp
CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCCCCCCCn1cc[n+](C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methyl-3-tetradecylimidazolium bis(trifluoromethylsulfonyl)imide	404001-49-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0102-hp
CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-]	CCCCCCCCCCCCCCn1cc[n+](C)c1	[Cl-]	1-Methyl-3-tetradecylimidazolium chloride >98%	171058-21-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0141-hp
CCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F	CCCCCCCCCCCCCCn1cc[n+](C)c1	F[P-](F)(F)(F)(F)F	1-Methyl-3-tetradecylimidazolium hexafluorophosphate	219947-94-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0157-hp
CCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F	CCCCCCCCCCCCCCn1cc[n+](C)c1	F[B-](F)(F)F	1-Methyl-3-tetradecylimidazolium tetrafluoroborate	244193-61-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0256-hp
C[n+]1cc[nH]c1.O=[N+]([O-])[O-]	C[n+]1cc[nH]c1	O=[N+]([O-])[O-]	1-Methylimidazolium  nitrate	156204-43-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0264-sg
C[NH+]1C=CN=C1.O=S(=O)([O-])C(F)(F)F	C[NH+]1C=CN=C1	O=S(=O)([O-])C(F)(F)F	1-Methylimidazolium  triflate	99257-94-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0263-sg
C[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	C[n+]1cc[nH]c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methylimidazolium bis(trifluoromethylsulfonyl)imide	353239-08-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ready-use-electrolytes/iolilyte-fce-3000
C[n+]1cc[nH]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	C[n+]1cc[nH]c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Methylimidazolium bis(trifluoromethylsulfonyl)imide	353239-08-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0261-sg
CCC[n+]1ccccc1C.[Br-]	CCC[n+]1ccccc1C	[Br-]	1-Propyl-2-methylpyridinium  bromide	5411-09-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0221-hp
CCC[n+]1cccc(C)c1.[Br-]	CCC[n+]1cccc(C)c1	[Br-]	1-Propyl-3-methylpyridinium  bromide	67021-55-0	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0222-hp
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[n+]1cccc(C)c1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Propyl-3-methylpyridinium bis(trifluoromethylsulfonyl)imide	817575-06-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0215-hp
CCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[n+]1ccc(C)cc1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Propyl-4-methylpyridinium bis(trifluoromethylsulfonyl)imide	1456878-01-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0218-hp
CCC[n+]1ccc(C)cc1.[Br-]	CCC[n+]1ccc(C)cc1	[Br-]	1-Propyl-4-methylpyridinium bromide	70850-58-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0223-hp
CCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[n+]1ccccc1	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	1-Propylpyridinium bis(trifluoromethylsulfonyl)imide	1104525-90-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0212-hp
CCC[n+]1ccccc1.[Br-]	CCC[n+]1ccccc1	[Br-]	1-Propylpyridinium bromide	873-71-2	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0224-hp
CCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F	CCC[n+]1ccccc1	F[P-](F)(F)(F)(F)F	1-Propylpyridinium hexafluorophosphate	1242154-97-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0251-hp
CCC[n+]1ccccc1.[I-]	CCC[n+]1ccccc1	[I-]	1-Propylpyridinium iodide	39868-02-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0253-hp
CCC[n+]1ccccc1.F[B-](F)(F)F	CCC[n+]1ccccc1	F[B-](F)(F)F	1-Propylpyridinium tetrafluoroborate	239084-00-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0252-hp
CCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F	CCC[n+]1ccccc1	O=S(=O)([O-])C(F)(F)F	1-Propylpyridinium triflate	1242154-93-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0250-hp
CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[n+]1ccccc1C	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	2-Methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide	1456877-99-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/pyridinium-based/il-0248-hp
C[N+](C)(C)CC(=O)O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	C[N+](C)(C)CC(=O)O	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Betaine bis(trifluoromethylsulfonyl)imide	915223-75-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0347-hp
CCCCn1cc[n+](C)c1.CCCCn1cc[n+](C)c1.[Co+2].[N-]=C=S.[N-]=C=S.[N-]=C=S.[N-]=C=S	[Co+2]	[N-]=C=S	Bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate	1245942-47-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0310-hp
CCn1cc[n+](C)c1.CCn1cc[n+](C)c1.[Co+2].[N-]=C=S.[N-]=C=S.[N-]=C=S.[N-]=C=S	[Co+2]	[N-]=C=S	Bis(1-ethyl-3-methylimidazolium) tetrathiocyanatocobaltate	1255925-80-4	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0309-hp
CCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCC[N+](CC)(CC)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Butyltriethylammonium bis(trifluoromethylsulfonyl)imide	324574-91-6	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0329-hp
CCCC[N+](C)(C)C.O=S(=O)([O-])C(F)(F)C(F)F	CCCC[N+](C)(C)C	O=S(=O)([O-])C(F)(F)C(F)F	Butyltrimethylammonium 1,1,2,2-tetrafluoroethanesulfonate	3032953-04-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0237-hp
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCC[N+](C)(C)C	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Butyltrimethylammonium bis(trifluoromethylsulfonyl)imide	258273-75-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0032-hp
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCC[N+](C)(C)C	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Butyltrimethylammonium bis(trifluoromethylsulfonyl)imide, 99	258273-75-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0032
CC(=O)[O-].C[N+](C)(C)CCO	C[N+](C)(C)CCO	CC(=O)[O-]	Choline acetate	14586-35-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0322-hp
CC(=O)[O-].C[N+](C)(C)CCO	C[N+](C)(C)CCO	CC(=O)[O-]	Choline acetate - TG	14586-35-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/imidazolium-based/il-0322-tg
CC(=O)[O-].C[N+](C)(C)CCO	C[N+](C)(C)CCO	CC(=O)[O-]	Choline acetate - UP	14586-35-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0322
C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	C[N+](C)(C)CCO	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Choline bis(trifluoromethylsulfonyl)imide	827027-25-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0110-hp
C[N+](C)(C)CCO.O=P([O-])(O)O	C[N+](C)(C)CCO	O=P([O-])(O)O	Choline dihydrogen phosphate	83846-92-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0042-hp
CCCCCC(=O)[O-].C[N+](C)(C)CCO	C[N+](C)(C)CCO	CCCCCC(=O)[O-]	Choline hexanoate	...	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0351-hp
C[N+](C)(C)CCO.[OH-]	C[N+](C)(C)CCO	[OH-]	Choline hydroxide solution, purity 97%, 15 wt% in water	123-41-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/ki-0058
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CC[S+](C)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Diethylmethylsulfonium bis(trifluoromethylsulfonyl)imide	792188-85-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/sulfonium-based/il-0031-hp
O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1	c1ccc([I+]c2ccccc2)cc1	O=S(=O)([O-])C(F)(F)F	Diphenyliodonium Triflate	66003-76-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0070-hp
CCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCC[N+](C)(C)CC	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Ethyldimethylpropylammonium bis(trifluormethylsulfonyl)imide	258273-77-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0349-hp
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC	CCCC[P+](CC)(CCCC)CCCC	CCOP(=O)([O-])OCC	Ethyltributylphosphonium diethyl phosphate	20445-94-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/phosphonium-based/0018-tg
CCCCCCCCCCCCCCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	CCCCCCCCCCCCCCCC[N+](C)(C)C	O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F	Hexadecyltrimethylammonium bis(trifluoromethylsulfonyl)imide	1031250-01-7	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/il-0327-hp
CCOS(=O)(=O)[O-].CCn1cc[n+](C)c1	CCn1cc[n+](C)c1	CCOS(=O)(=O)[O-]	IoLiLyte 12IM	342573-75-5	https://iolitec.de/index.php/products/ionic_liquids/catalogue/ammonium-based/0026-hp
O=S(=O)(F)[N-]S(=O)(=O)F.[Li+]	[Li+]	O=S(=O)(F)[N-]S(=O)(=O)F	Lithium bis(fluorosulfonyl)imide	171611-11-3	https://iolitec.de/index.php/products/ionic_liquids/catalogue/miscellaneous-compounds/ki-0059
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]	[Li+]	O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Lithium bis(nonafluorobutanesulfonyl)imide	119229-99-1	https://iolitec.de/index.php/products/ionic_liquids/catalogue/perfluorobutane-sulfonic-acid-derivatives/ki-0066-hp
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Li+]	[Li+]	O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	Lithium bis(pentafluoroethylsulfonyl)imide	132843-44-8	https://iolitec.de/index.php/products/ionic_liquids/catalogue/triflic-acid-derivatives/ki-0016-hp
