smiles	kegg_id
C[NH+]1CC=C(c2ccccc2)CC1	['C04599']
C[NH+]1CCC23c4c5ccc(O)c4OC2C(=O)C=CC3C1C5	['C01735']
C[NH+]1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5	['C01516']
C[NH+]1CCC=C1c1ccc(=O)[nH]c1	['C21075']
C[NH+]1CCC=C1c1ccc(=O)[nH]c1O	['C16151']
C[NH+]1CCC=C1c1ccc(O)[nH+]c1	['C21075']
C[NH+]1CCC=C1c1ccc(O)[nH+]c1O	['C16151']
C[NH+]1CCC=C1c1ccc(O)[nH]c1=O	['C16151']
C[NH+]1CCC=C1c1ccc(O)nc1	['C21075']
C[NH+]1CCC=C1c1ccc(O)nc1O	['C16151']
C[NH+]1CCC=C1c1ccc[nH+]c1	['C21154']
C[NH+]1CCC=C1c1cccnc1	['C21154']
C[NH+]1CCCC1CC(=O)CC(=O)O	['C22421']
C[NH+]1CCCC1CC(=O)CC1CCC[NH+]1C	['C06521']
C[NH+]1CCCC1c1ccc(=O)[nH]c1	['C01056', 'C03043']
C[NH+]1CCCC1c1ccc(O)[nH+]c1	['C01056', 'C03043']
C[NH+]1CCCC1c1ccc(O)nc1	['C01056', 'C03043']
C[NH+]1CCCC1c1ccc[nH+]c1	['C00745', 'C16386']
C[NH+]1CCCC1c1cccnc1	['C00745', 'C16386']
C[NH+]1CCCCC1CC(O)c1ccccc1	['C10171']
C[NH2+]C	['C00543']
C[NH2+]C(C)C(O)c1ccccc1	['C01575', 'C02765']
C[NH2+]C1Cc2c[nH]c3cccc(c23)C1C=C(C)C=O	['C20379']
C[NH2+]C1Cc2c[nH]c3cccc(c23)C1CC(C)C=O	['C21897']
C[NH2+]CC(=O)O	['C00213']
C[NH2+]CCCC(=O)O	['C15987']
C[NH2+]CCCC(=O)c1ccc(=O)[nH]c1	['C01297']
C[NH2+]CCCC(=O)c1ccc(O)[nH+]c1	['C01297']
C[NH2+]CCCC(=O)c1ccc(O)nc1	['C01297']
C[NH2+]CCCC(=O)c1ccc[nH+]c1	['C20361']
C[NH2+]CCCC(=O)c1cccnc1	['C20361']
C[NH2+]CCCCN	['C02723']
C[NH2+]CCCC[NH3+]	['C02723']
C[NH2+]CCc1c[nH]c2ccccc12	['C06213']
C[NH2+]CCc1ccc(O)cc1	['C02442']
C[NH2+]Cc1c[nH]c2ccccc12	['C21602']
C[NH2+]N=O	['C19568']
C[NH2+]c1ccccc1C(=O)O	['C03005']
C[NH3+]	['C00218']
C[S+](C)CCC(=O)O	['C04022']
C[S+](C)O	['C11143']
C[S+](O)CCC(N)C(=O)O	['C02989']
C[S+](O)CCC([NH3+])C(=O)O	['C02989']
C[S+](O)CCC([NH3+])C(=O)[O-]	['C02989']
C[Se+](C)C	['C18872']
C[Se+](C)CCC(N)C(=O)O	['C05690']
C[Se+](C)CCC([NH3+])C(=O)O	['C05690']
C[Se+](C)CCC([NH3+])C(=O)[O-]	['C05690']
C[Se](=O)CC([NH3+])C(=O)O	['C18905']
C[Se]CC([NH3+])C(=O)O	['C05689']
C[Se]CCC([NH3+])C(=O)O	['C05335']
C[n+]1c2ccccc2[nH+]c2c(C(=O)O)cccc21	['C21295']
C[n+]1c2ccccc2[nH+]c2c(C(=O)[O-])cccc21	['C21295']
C[n+]1c2ccccc2nc2c(C(=O)O)cccc21	['C21295']
C[n+]1ccc(-c2cc[n+](C)cc2)cc1	['C14701']
C[n+]1ccc(-c2ccccc2)cc1	['C11310']
C[n+]1cccc(C(=O)O)c1	['C01004']
C[n+]1cccc(C(N)=O)c1	['C02918']
Cc1[n-]c[nH+]c1CC[NH3+]	['C17929']
Cc1[nH+]cc(C(=O)O)cc1O	['C01270']
Cc1[nH+]cc(C=O)c(C(=O)O)c1O	['C06050']
Cc1[nH+]cc(C=O)c(CO)c1O	['C06051']
Cc1[nH+]cc(CN)c(N)[nH+]1	['C20267']
Cc1[nH+]cc(CNC=O)c(N)[nH+]1	['C19872']
Cc1[nH+]cc(CO)c(C=O)c1O	['C00250']
Cc1[nH+]cc(CO)c(N)[nH+]1	['C01279']
Cc1[nH+]cc(C[N-]C=O)c(N)[nH+]1	['C19872']
Cc1[nH+]cc(C[N-]C=O)c([NH3+])[nH+]1	['C19872']
Cc1[nH+]cc(C[O-])c(N)[nH+]1	['C01279']
Cc1[nH+]cc(C[O-])c([NH3+])[nH+]1	['C01279']
Cc1[nH+]cc2c(c1O)C(=O)OC2	['C00971']
Cc1[nH+]cc2c(c1O)COC2=O	['C06052']
Cc1[nH+]ccc2c1[nH]c1ccccc12	['C09209']
Cc1[nH+]csc1CCO	['C04294']
Cc1[nH+]csc1CCOP(=O)(O)O	['C04327']
Cc1[nH]c[nH+]c1CCN	['C17929']
Cc1[nH]c[nH+]c1CC[NH3+]	['C17929']
Cc1[nH]cnc1CC[NH3+]	['C17929']
Cc1c(N)cc([N+](=O)[O-])cc1[NH3+]	['C16397']
Cc1c(N)cc([NH3+])cc1[N+](=O)[O-]	['C16396']
Cc1c([NH3+])cc(N)cc1[N+](=O)[O-]	['C16396']
Cc1c([NH3+])cc([N+](=O)[O-])cc1[NH3+]	['C16397']
Cc1c([NH3+])cc([NH3+])cc1[N+](=O)[O-]	['C16396']
Cc1c[n-]c(=O)[nH+]c1[NH3+]	['C02376']
Cc1c[nH+]cc2c1CCC2C	['C09910']
Cc1c[nH]c(=O)[nH+]c1N	['C02376']
Cc1c[nH]c(=O)[nH+]c1[NH3+]	['C02376']
Cc1c[nH]c(=O)nc1[NH3+]	['C02376']
Cc1cc(O)c2ccccc2[nH+]1	['C21873']
Cc1cc(O)cc(C)c1[NH3+]	['C16570']
Cc1cc2[nH+]c3[n-]c(=O)[nH]c(=O)c3[nH+]c2cc1C	['C01727']
Cc1cc2[nH+]c3[nH]c(=O)[n-]c(=O)c3[nH+]c2cc1C	['C01727']
Cc1cc2[nH+]c3[nH]c(=O)[nH]c(=O)c3[nH+]c2cc1C	['C01727']
Cc1cc2[nH]c[nH+]c2cc1C	['C03114']
Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3[nH+]c2cc1C	['C01727']
Cc1cc2nc3c(=O)[nH]c(=O)[nH]c3[nH+]c2cc1C	['C01727']
Cc1ccc(N)cc1[NH3+]	['C14401']
Cc1ccc([N+](=O)[O-])cc1[NH3+]	['C16398']
Cc1ccc([NH3+])cc1N	['C14401']
Cc1ccc([NH3+])cc1[N+](=O)[O-]	['C18320']
Cc1ccc([NH3+])cc1[NH3+]	['C14401']
Cc1cccc(C(=O)O)c1[NH3+]	['C16571']
Cc1cccc(C)c1NC(=O)C[NH3+]	['C16569']
Cc1cccc(C)c1[NH3+]	['C11004']
Cc1nc(N)c(CN)c[nH+]1	['C20267']
Cc1nc(N)c(CNC=O)c[nH+]1	['C19872']
Cc1nc(N)c(CO)c[nH+]1	['C01279']
Cc1nc(N)c(C[NH3+])c[nH+]1	['C20267']
Cc1nc([NH3+])c(CN)c[nH+]1	['C20267']
Cc1nc([NH3+])c(CNC=O)c[nH+]1	['C19872']
Cc1nc([NH3+])c(CO)c[nH+]1	['C01279']
Cc1nc([NH3+])c(C[N-]C=O)c[nH+]1	['C19872']
Cc1nc([NH3+])c(C[O-])c[nH+]1	['C01279']
Cc1ncc(CN)c(N)[nH+]1	['C20267']
Cc1ncc(CN)c([NH3+])[nH+]1	['C20267']
Cc1ncc(CN)c([NH3+])n1	['C20267']
Cc1ncc(CNC=O)c(N)[nH+]1	['C19872']
Cc1ncc(CNC=O)c([NH3+])[nH+]1	['C19872']
Cc1ncc(CNC=O)c([NH3+])n1	['C19872']
Cc1ncc(CO)c(N)[nH+]1	['C01279']
Cc1ncc(CO)c([NH3+])[nH+]1	['C01279']
Cc1ncc(CO)c([NH3+])n1	['C01279']
